Symbol,CompanyName,Industry,MarketCap
STN,Stantec,Engineering & Construction,8819660440
STNE,StoneCo,Software - Infrastructure,4751273435
STNG,Scorpio Tankers,Oil & Gas Midstream,2867290122
STOK,Stoke Therapeutics,Biotechnology,212998626
STR,Sitio Royalties,Other Industrial Metals & Mining,3311759360
STRA,Strategic Education,Education & Training Services,2223302748
STRC,Sarcos Technology and Robotics,Computer Hardware,16570820
STRL,Sterling Infrastructure,Engineering & Construction,2142946518
STRM,Streamline Health Solutions,Health Information Services,18493061
STRO,Sutro Biopharma,Biotechnology,217602924
STRR,Star Equity Holdings,Diagnostics & Research,17250558
STRS,Stratus Properties,Real Estate - Diversified,218888067
STRT,Strattec Security,Auto Parts,85890679
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,412742030
STSS,Sharps Technology,Medical Instruments & Supplies,7962574
STT,State Street,Asset Management,22825958480
STTK,Shattuck Labs,Biotechnology,100690635
STVN,Stevanato Group,Medical Instruments & Supplies,7388038219
STWD,Starwood Property Trust,REIT - Mortgage,6317768420
STX,Seagate Technology Holdings,Computer Hardware,16858138560
STXS,Stereotaxis,Medical Instruments & Supplies,158533816
STZ,Constellation Brands,Beverages - Wineries & Distilleries,43057955596
SU,Suncor Energy,Oil & Gas Integrated,39808915784
SUAC,ShoulderUp Technology Acquisition,Shell Companies,170714220
SUI,Sun Communities,REIT - Residential,16560523777
SUM,Summit Materials,Building Materials,4350769620
SUN,Sunoco LP,Oil & Gas Refining & Marketing,9030272881
SUNW,Sunworks,Solar,13287479
SUP,Superior Industries International,Auto Parts,87083340
SUPN,Supernus Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1470168648
SUPV,Grupo Supervielle,Banks - Regional,845698921
SURG,SurgePays,Software - Application,79677920
SUZ,Suzano,Paper & Paper Products,13280350320
SVC,Service Properties Trust,REIT - Hotel & Motel,1273113600
SVFD,Save Foods,Agricultural Inputs,3750890
SVII,Spring Valley Acquisition Corp. II,Shell Companies,330893326
SVM,Silvercorp Metals,Silver,470330560
SVRA,Savara,Biotechnology,563018527
SVRE,SaverOne 2014,Scientific & Technical Instruments,3096400
SVT,Servotronics,Electrical Equipment & Parts,29605051
SVV,Savers Value Village,Specialty Retail,2523925564
SWAG,Stran & Company,Shell Companies,28152425
SWAV,ShockWave Medical,Medical Devices,6427422560
SWBI,Smith & Wesson Brands,Aerospace & Defense,581932585
SWI,SolarWinds,Software - Infrastructure,1927130520
SWIM,Latham Group,Building Products & Equipment,284594880
SWIN,Solowin Holdings Ordinary Share,Capital Markets,47250000
SWK,Stanley Black & Decker,Tools & Accessories,14234926350
SWKH,SWK Holdings,Asset Management,215303382
SWKS,Skyworks Solutions,Semiconductors,16600129900
SWN,Southwestern Energy Company,Oil & Gas E&P,6829052000
SWSS,Clean Energy Special Situations,Shell Companies,77058755
SWTX,SpringWorks Therapeutics,Biotechnology,1971235350
SWVL,Swvl Holdings,Software - Application,6384104
SWX,Southwest Gas Holdings,Utilities - Regulated Gas,4364932733
SXC,SunCoke Energy,Coking Coal,782282908
SXI,Standex International,Specialty Industrial Machinery,1657971268
SXT,Sensient Technologies,Specialty Chemicals,2592851815
SXTC,China SXT Pharmaceuticals,Drug Manufacturers - Specialty & Generic,20474552
SXTP,60 Degrees Pharmaceuticals,Biotechnology,3994720
SY,So-Young International,Health Information Services,101924494
SYBT,Stock Yards Bancorp,Banks - Regional,1421232493
SYBX,Synlogic,Biotechnology,26373435
SYF,Synchrony Financial,Credit Services,14603143160
SYK,Stryker,Medical Devices,1.09828E+11
SYM,Symbotic,Shell Companies,4069623404
SYNA,Synaptics,Semiconductors,4184589325
SYPR,Sypris Solutions,Auto Parts,43337378
SYRA,Syra Health,Medical Care Facilities,7632500
SYRE,Spyre Therapeutics,Biotechnology,48627652
SYRS,Syros Pharmaceuticals,Biotechnology,87217794
SYT,SYLA Technologies Co.,Software - Application,103037361
SYTA,Siyata Mobile,Communication Equipment,1684103
SYY,Sysco,Food Distribution,37237784760
SZZL,Sizzle Acquisition,Shell Companies,102455350
T,AT&T Inc.,Telecom Services,1.20978E+11
TAC,TransAlta,Utilities - Independent Power Producers,2494695000
TACT,TransAct Technologies,Computer Hardware,69109353
TAIT,Taitron Components,Electronics & Computer Distribution,20207123
TAK,Takeda Pharmaceutical Company,Drug Manufacturers - Specialty & Generic,44117612143
TAL,TAL Education Group,Education & Training Services,7038868332
TALK,Talkspace,Medical Care Facilities,391002300
TALO,Talos Energy,Oil & Gas E&P,1666394400
TANH,Tantech Holdings,Household & Personal Products,7296190
TAOP,Taoping,Software - Infrastructure,2340120
TAP,Molson Coors Beverage Company,Beverages - Brewers,12521506050
TARA,Protara Therapeutics,Biotechnology,18183840
TARO,Taro Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,1424080494
TARS,Tarsus Pharmaceuticals,Biotechnology,572378517
TASK,TaskUs,Information Technology Services,1110247448
TAST,Carrols Restaurant Group,Restaurants,427250208
TATT,TAT Technologies,Aerospace & Defense,88440534
TAYD,Taylor Devices,Specialty Industrial Machinery,81308664
TBBK,The Bancorp,Banks - Regional,2108132453
TBCP,Thunder Bridge Capital Partners III,Shell Companies,122154482
TBI,TrueBlue,Staffing & Employment Services,451214253
TBIO,Telesis Bio,Medical Devices,11270873
TBLA,Taboola.com,Internet Content & Information,1067695649
TBLT,ToughBuilt Industries,Tools & Accessories,6644736
TBMC,Trailblazer Merger Corporation I,Shell Companies,93892995
TBNK,Territorial Bancorp,Banks - Regional,84470658
TBPH,Theravance Biopharma,Biotechnology,534331467
TC,TuanChe,Internet Content & Information,6234664
TCBC,TC Bancshares,Banks - Regional,61331843
TCBI,Texas Capital Bancshares,Banks - Regional,2771737488
TCBK,TriCo Bancshares,Banks - Regional,1310763101
TCBP,TC Biopharm (Holdings),Biotechnology,1862155
TCBS,Texas Community Bancshares,Banks - Regional,39052070
TCBX,Third Coast Bancshares,Banks - Regional,252283914
TCI,Transcontinental Realty Investors,Real Estate Services,263931226
TCJH,Top KingWin,Capital Markets,21829999
TCMD,Tactile Systems Technology,Medical Devices,313457984
TCN,Tricon Residential,Real Estate Services,2178492120
TCOA,Zalatoris Acquisition,Shell Companies,67523213
TCOM,Trip.com Group,Travel Services,21717126553
TCON,TRACON Pharmaceuticals,Biotechnology,5864472
TCPC,BlackRock TCP Capital,Asset Management,700717349
TCRT,Alaunos Therapeutics,Biotechnology,13715739
TCRX,TScan Therapeutics,Biotechnology,313730012
TCS,The Container Store Group,Specialty Retail,99232252
TCX,Tucows,Software - Infrastructure,259414712
TD,The Toronto-Dominion Bank,Banks - Diversified,1.06804E+11
TDC,Teradata,Software - Infrastructure,4247454000
TDCX,TDCX Inc.,Specialty Business Services,669521160
TDG,TransDigm Group,Aerospace & Defense,54424649272
TDOC,Teladoc Health,Health Information Services,3180349970
TDS,Telephone and Data Systems,Telecom Services,1970540000
TDUP,ThredUp,Internet Retail,237023638
TDW,Tidewater,Oil & Gas Equipment & Services,3106569422
TDY,Teledyne Technologies,Scientific & Technical Instruments,19416032203
TEAM,Atlassian Corporation,Software - Application,49906266390
TECH,Bio-Techne,Biotechnology,10803226500
TECK,Teck Resources,Other Industrial Metals & Mining,19829760000
TEDU,Tarena International,Education & Training Services,10956647
TEF,TelefÃ³nica,Telecom Services,24784482186
TEL,TE Connectivity,Electronic Components,41433057347
TELA,TELA Bio,Medical Devices,135667952
TELL,Tellurian,Oil & Gas E&P,473655616
TENB,Tenable Holdings,Software - Infrastructure,4811875250
TENK,TenX Keane Acquisition Ordinary Share,Shell Companies,25587130
TENX,Tenax Therapeutics,Biotechnology,6540684
TEO,Telecom Argentina,Telecom Services,9533750139
TER,Teradyne,Semiconductor Equipment & Materials,14109202910
TERN,Terns Pharmaceuticals,Biotechnology,411551370
TETE,Technology & Telecommunication Acquisition,Shell Companies,40180443
TEVA,Teva Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,11007925243
TEX,Terex,Farm & Heavy Construction Machinery,3459893000
TFC,Truist Financial,Banks - Regional,45784891100
TFFP,TFF Pharmaceuticals,Biotechnology,21430017
TFII,TFI International,Trucking,9908040310
TFIN,Triumph Financial,Banks - Regional,1681893657
TFPM,Triple Flag Precious Metals,Other Precious Metals & Mining,2741352000
TFSL,TFS Financial,Banks - Regional,3770828550
TFX,Teleflex,Medical Instruments & Supplies,10859073116
TG,Tredegar,Metal Fabrication,165505366
TGAA,Target Global Acquisition I,Shell Companies,108942102
TGAN,Transphorm,Semiconductor Equipment & Materials,182288820
TGB,Taseko Mines,Copper,352246950
TGH,Textainer Group Holdings,Rental & Leasing Services,2012748478
TGI,Triumph Group,Aerospace & Defense,884611455
TGL,Treasure Global,Software - Application,2176002
TGLS,Tecnoglass,Building Materials,1862769405
TGNA,TEGNA,Broadcasting,3031337520
TGS,Transportadora de Gas del Sur,Oil & Gas Integrated,5325171852
TGT,Target,Discount Stores,62412085780
TGTX,TG Therapeutics,Biotechnology,2380165200
TGVC,TG Venture Acquisition,Shell Companies,41472507
TH,Target Hospitality,Specialty Business Services,1107088290
THAR,Tharimmune,Biotechnology,3172006
THC,Tenet Healthcare,Medical Care Facilities,7266045600
THCH,TH International,Restaurants,319779810
THCP,Thunder Bridge Capital Partners IV,Shell Companies,103000614
THFF,First Financial,Banks - Regional,478760785
THG,The Hanover Insurance Group,Insurance - Property & Casualty,4536818064
THM,International Tower Hill Mines,Gold,93104616
THMO,ThermoGenesis Holdings,Medical Devices,2720914
THO,Thor Industries,Recreational Vehicles,5757253098
THR,Thermon Group Holdings,Specialty Industrial Machinery,1045274736
THRD,Third Harmonic Bio,Biotechnology,401607870
THRM,Gentherm,Auto Parts,1496495169
THRX,Theseus Pharmaceuticals,Biotechnology,167189778
THRY,Thryv Holdings,Internet Content & Information,674464700
THS,TreeHouse Foods,Packaged Foods,2304351000
THTX,Theratechnologies,Drug Manufacturers - Specialty & Generic,38724980
TIGO,Millicom International Cellular,Telecom Services,2849909760
TIGR,UP Fintech Holding,Capital Markets,646282161
TIL,Instil Bio,Biotechnology,867626930
TILE,Interface,"Furnishings, Fixtures & Appliances",643244490
TIMB,TIM S.A.,Telecom Services,8791599714
TIO,Tingo Group,Computer Hardware,141601137
TIPT,Tiptree,Insurance - Specialty,683178782
TIRX,Tian Ruixiang Holdings,Insurance Brokers,2305423
TISI,"Team, Inc.",Specialty Business Services,32064203
TITN,Titan Machinery,Industrial Distribution,594690039
TIVC,Tivic Health Systems,Medical Devices,2946845
TIXT,TELUS International (Cda),Software - Infrastructure,2014183233
TJX,The TJX Companies,Apparel Retail,1.0158E+11
TK,Teekay,Oil & Gas Midstream,607541324
TKC,Turkcell Iletisim Hizmetleri A.S.,Telecom Services,4364209920
TKLF,Yoshitsu,Household & Personal Products,28760793
TKNO,Alpha Teknova,Drug Manufacturers - Specialty & Generic,120757927
TKO,TKO Group Holdings,Media & Publishing,6150404079
TKR,The Timken Company,Tools & Accessories,5235619394
TLF,Tandy Leather Factory,Specialty Retail,36368753
TLGY,TLGY Acquisition,Shell Companies,144664764
TLIS,Talis Biomedical,Medical Devices,256322671
TLK,Telkom Indonesia (Persero) Tbk PT,Telecom Services,24924049520
TLRY,Tilray Brands,Drug Manufacturers - Specialty & Generic,1402156800
TLS,Telos,Information Technology Services,309127008
TLSA,Tiziana Life Sciences,Biotechnology,59357569
TLSI,TriSalus Life Sciences,Medical Devices,105266800
TLYS,Tilly's,Apparel Retail,230497761
TM,Toyota Motor,Auto Manufacturers,2.53088E+11
TMC,TMC the metals company,Other Industrial Metals & Mining,343131049
TMCI,Treace Medical Concepts,Medical Devices,585921050
TMDX,TransMedics Group,Medical Devices,2380017330
TME,Tencent Music Entertainment Group,Internet Content & Information,13511636459
TMHC,Taylor Morrison Home,Residential Construction,5165073430
TMO,Thermo Fisher Scientific,Diagnostics & Research,1.89233E+11
TMP,Tompkins Financial,Banks - Regional,842213238
TMQ,Trilogy Metals,Other Industrial Metals & Mining,65954520
TMST,TimkenSteel,Steel,881652564
TMTC,TMT Acquisition,Shell Companies,85225800
TMUS,T-Mobile US,Telecom Services,1.80873E+11
TNC,Tennant Company,Specialty Industrial Machinery,1624990598
TNDM,Tandem Diabetes Care,Medical Devices,1565684897
TNET,TriNet Group,Staffing & Employment Services,5795322342
TNGX,Tango Therapeutics,Biotechnology,936268200
TNK,Teekay Tankers,Oil & Gas Midstream,1401156620
TNL,Travel + Leisure Co.,Travel Services,2810624081
TNON,Tenon Medical,Medical Devices,3953672
TNP,Tsakos Energy Navigation,Oil & Gas Midstream,580965264
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,9492021
TNYA,Tenaya Therapeutics,Biotechnology,135540890
TOI,The Oncology Institute,Medical Care Facilities,92923740
TOL,Toll Brothers,Residential Construction,9980499940
TOMZ,TOMI Environmental Solutions,Pollution & Treatment Controls,19623778
TOON,Kartoon Studios,Entertainment,36996844
TOP,TOP Financial Group,Capital Markets,124842811
TOPS,Top Ships,Marine Shipping,27823319
TORO,Toro Corp.,Marine Shipping,84484400
TOST,Toast,Software - Infrastructure,8292163911
TOUR,Tuniu,Travel Services,105556353
TOVX,Theriva Biologics,Biotechnology,9373540
TOWN,TowneBank,Banks - Regional,2079914980
TPB,Turning Point Brands,Tobacco,426909125
TPC,Tutor Perini,Engineering & Construction,438026924
TPET,Trio Petroleum,Oil & Gas E&P,9481298
TPG,TPG Inc.,Asset Management,11593750596
TPH,Tri Pointe Homes,Residential Construction,3045498036
TPHS,Trinity Place Holdings,Real Estate - Diversified,5626772
TPIC,TPI Composites,Specialty Industrial Machinery,95785200
TPL,Texas Pacific Land,Oil & Gas E&P,11866270004
TPR,Tapestry,Luxury Goods,7684606580
TPST,Tempest Therapeutics,Biotechnology,61592000
TPVG,TriplePoint Venture Growth BDC,Asset Management,390449438
TPX,Tempur Sealy International,"Furnishings, Fixtures & Appliances",7962504280
TR,Tootsie Roll Industries,Confectioners,4379641528
TRAK,Park City Group,Software - Application,180700000
TRC,Tejon Ranch Co.,Conglomerates,440579616
TRDA,Entrada Therapeutics,Biotechnology,474431259
TREE,LendingTree,Financial Conglomerates,308426416
TREX,Trex Company,Building Products & Equipment,7923091200
TRGP,Targa Resources,Oil & Gas Midstream,19300802560
TRI,Thomson Reuters,Specialty Business Services,64370879520
TRIB,Trinity Biotech,Diagnostics & Research,21014164
TRIN,Trinity Capital,Asset Management,646970614
TRIP,Tripadvisor,Travel Services,2242117080
TRIS,Tristar Acquisition I,Shell Companies,176347875
TRKA,Troika Media Group,Advertising Agencies,19907884
TRMB,Trimble,Scientific & Technical Instruments,11667219200
TRMD,TORM plc,Oil & Gas Midstream,2310545444
TRMK,Trustmark,Banks - Regional,1580501952
TRML,Tourmaline Bio,Biotechnology,364749154
TRMR,Tremor International,Advertising Agencies,310552830
TRN,Trinity Industries,Railroads,2174507146
TRNO,Terreno Realty,REIT - Industrial,5030083369
TRNR,Interactive Strength,Personal Services,13744966
TRNS,Transcat,Industrial Distribution,852445986
TRON,Corner Growth Acquisition Corp. 2,Shell Companies,71207760
TROO,TROOPS,Software - Application,228595500
TROW,T. Rowe Price Group,Asset Management,21998386800
TROX,Tronox Holdings,Chemicals,2039889940
TRP,TC Energy,Oil & Gas Midstream,39416370000
TRS,TriMas,Packaging & Containers,1061865216
TRST,TrustCo Bank Corp NY,Banks - Regional,564834436
TRT,Trio-Tech International,Semiconductor Equipment & Materials,19995458
TRTL,TortoiseEcofin Acquisition Corp. III,Shell Companies,274948625
TRTX,TPG RE Finance Trust,REIT - Mortgage,471382380
TRU,TransUnion,Consulting Services,12131431000
TRUE,TrueCar,Internet Content & Information,266893788
TRUP,Trupanion,Insurance - Specialty,1204395348
TRV,The Travelers Companies,Insurance - Property & Casualty,41399602740
TRVG,trivago,Internet Content & Information,873750680
TRVI,Trevi Therapeutics,Biotechnology,73436240
TRVN,Trevena,Biotechnology,9103740
TRX,TRX Gold,Gold,106941150
TS,Tenaris,Oil & Gas Equipment & Services,20045569200
TSAT,Telesat,Communication Equipment,143223125
TSBK,Timberland Bancorp,Banks - Regional,247712171
TSBX,Turnstone Biologics,Biotechnology,49188303
TSCO,Tractor Supply Company,Specialty Retail,22927735980
TSE,Trinseo,Specialty Chemicals,224897328
TSEM,Tower Semiconductor,Semiconductors,3092277200
TSHA,Taysha Gene Therapies,Biotechnology,334658400
TSLA,Tesla,Auto Manufacturers,7.75148E+11
TSLX,Sixth Street Specialty Lending,Asset Management,1850733010
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors,5.20457E+11
TSN,Tyson Foods,Farm Products,14655168780
TSP,TuSimple Holdings,Trucking,205891000
TSQ,Townsquare Media,Advertising Agencies,165087962
TSRI,"TSR, Inc.",Software - Application,18457343
TSVT,2seventy bio,Biotechnology,156909600
TT,Trane Technologies,Building Products & Equipment,53248336128
TTC,The Toro Company,Tools & Accessories,8746780120
TTD,The Trade Desk,Software - Application,31519414430
TTE,TotalEnergies SE,Oil & Gas Integrated,1.59495E+11
TTEC,TTEC Holdings,Information Technology Services,960818344
TTEK,Tetra Tech,Engineering & Construction,8825273798
TTGT,TechTarget,Internet Content & Information,890696196
TTI,TETRA Technologies,Oil & Gas Equipment & Services,560640490
TTMI,TTM Technologies,Electronic Components,1520383150
TTNP,Titan Pharmaceuticals,Biotechnology,4149259
TTOO,T2 Biosystems,Diagnostics & Research,15229090
TTSH,Tile Shop Holdings,Home Improvement Retail,304146047
TTWO,Take-Two Interactive Software,Electronic Gaming & Multimedia,26414961760
TU,TELUS,Telecom Services,26859300000
TUP,Tupperware Brands,Packaging & Containers,88837056
TURB,Turbo Energy,Solar,21593516
TURN,180 Degree Capital,Asset Management,40198475
TUSK,Mammoth Energy Services,Conglomerates,226764241
TUYA,Tuya Inc.,Software - Infrastructure,1310440443
TV,"Grupo Televisa, S.A.B.",Telecom Services,1567464003
TVTX,Travere Therapeutics,Biotechnology,649259712
TW,Tradeweb Markets,Capital Markets,21208710030
TWI,Titan International,Farm & Heavy Construction Machinery,858411526
TWIN,Twin Disc,Specialty Industrial Machinery,215835514
TWKS,Thoughtworks Holding,Information Technology Services,1399524830
TWLO,Twilio,Internet Content & Information,12783446230
TWLV,Twelve Seas Investment Company II,Shell Companies,137134175
TWO,Two Harbors Investment,REIT - Mortgage,1330278657
TWOA,two,Shell Companies,52875106
TWOU,"2U, Inc.",Education & Training Services,82069200
TWST,Twist Bioscience,Diagnostics & Research,1541828758
TX,Ternium,Steel,7679556324
TXG,10x Genomics,Health Information Services,5086783680
TXMD,TherapeuticsMD,Drug Manufacturers - Specialty & Generic,21996416
TXN,Texas Instruments,Semiconductors,1.42615E+11
TXO,TXO Partners L.P.,Oil & Gas E&P,564262500
TXRH,Texas Roadhouse,Restaurants,7581217512
TXT,Textron,Aerospace & Defense,14882659650
TYG,Tortoise Energy Infrastructure,Asset Management,333623363
TYGO,Tigo Energy,Solar,107567405
TYL,Tyler Technologies,Software - Application,16979001294
TYRA,Tyra Biosciences,Biotechnology,598857932
TZOO,Travelzoo,Advertising Agencies,134408716
U,Unity Software,Software - Application,12426621300
UA,Under Armour,Apparel Manufacturing,3603979509
UAA,Under Armour,Apparel Manufacturing,1710612144
UAL,United Airlines Holdings,Airlines,13438856490
UAMY,United States Antimony,Other Industrial Metals & Mining,27180868
UAN,"CVR Partners, LP",Agricultural Inputs,699390432
UAVS,AgEagle Aerial Systems,Computer Hardware,13803631
UBCP,United Bancorp,Banks - Regional,62883215
UBER,Uber Technologies,Software - Application,1.2697E+11
UBFO,United Security Bancshares,Banks - Regional,139487854
UBS,UBS Group AG,Banks - Diversified,92180528156
UBSI,United Bankshares,Banks - Regional,4771230880
UBX,Unity Biotechnology,Biotechnology,27633123
UCAR,U Power,Auto & Truck Dealerships,21878420
UCBI,United Community Banks,Banks - Regional,3270760200
UCL,uCloudlink Group,Telecom Services,93296050
UCTT,Ultra Clean Holdings,Semiconductor Equipment & Materials,1279919340
UDMY,Udemy,Education & Training Services,2286868731
UDR,"UDR, Inc.",REIT - Residential,11634183360
UE,Urban Edge Properties,REIT - Diversified,2134361488
UEC,Uranium Energy,Uranium,2600615520
UEIC,Universal Electronics,Consumer Electronics,99472128
UFCS,United Fire Group,Insurance - Property & Casualty,536384442
UFI,Unifi,Textile Manufacturing,114476308
UFPI,UFP Industries,Lumber & Wood Production,7054660625
UFPT,UFP Technologies,Medical Devices,1352680475
UG,United-Guardian,Household & Personal Products,37532980
UGI,UGI Corporation,Utilities - Regulated Gas,4838046000
UGP,Ultrapar ParticipaÃ§Ãµes,Oil & Gas Refining & Marketing,5702864832
UGRO,urban-gro,Farm & Heavy Construction Machinery,13187778
UHAL,U-Haul Holding Company,Rental & Leasing Services,10987933743
UHAL.B,U-Haul Holding Company,Rental & Leasing Services,11108031488
UHG,United Homes Group,Residential Construction,328338584
UHS,Universal Health Services,Medical Care Facilities,8541184235
UHT,Universal Health Realty Income Trust,REIT - Healthcare Facilities,584855361
UI,Ubiquiti,Communication Equipment,7426653566
UIS,Unisys,Information Technology Services,384375404
UK,Ucommune International,Real Estate Services,1951874
UL,Unilever,Household & Personal Products,1.18577E+11
ULBI,Ultralife,Electrical Equipment & Parts,116831715
ULCC,Frontier Group Holdings,Airlines,1043422080
ULH,Universal Logistics Holdings,Trucking,691274460
ULTA,Ulta Beauty,Specialty Retail,23414412840
ULY,Urgent.ly,Software - Application,48070074
UMBF,UMB Financial,Banks - Regional,3701444116
UMC,United Microelectronics,Semiconductors,19504836000
UMH,UMH Properties,REIT - Residential,980035956
UNB,Union Bankshares,Banks - Regional,134450373
UNCY,Unicycive Therapeutics,Biotechnology,21356579
UNF,UniFirst,Specialty Business Services,2699582266
UNFI,United Natural Foods,Food Distribution,891117000
UNH,UnitedHealth Group,Healthcare Plans,5.08496E+11
UNIT,Uniti Group,REIT - Specialty,1310309280
UNM,Unum Group,Insurance - Life,8353820180
UNP,Union Pacific,Railroads,1.40067E+11
UNTY,Unity Bancorp,Banks - Regional,278799444
UONE,Urban One,Broadcasting,196278219
UONEK,Urban One,Broadcasting,192733898
UP,Wheels Up Experience,Airports & Air Services,1295992170
UPBD,Upbound Group,Software - Application,1723863075
UPC,Universe Pharmaceuticals INC,Drug Manufacturers - Specialty & Generic,5177277
UPH,UpHealth,Health Information Services,4886485
UPLD,Upland Software,Software - Application,143135208
UPS,United Parcel Service,Integrated Freight & Logistics,1.33156E+11
UPST,Upstart Holdings,Credit Services,3140315516
UPWK,Upwork,Staffing & Employment Services,1913692540
UPXI,Upexi,Internet Content & Information,21931452
URBN,Urban Outfitters,Apparel Retail,3350083584
URG,Ur-Energy,Uranium,414942838
URGN,UroGen Pharma,Biotechnology,440462101
URI,United Rentals,Rental & Leasing Services,33555909390
UROY,Uranium Royalty,Uranium,291360960
USAC,"USA Compression Partners, LP",Oil & Gas Equipment & Services,2334608375
USAP,Universal Stainless & Alloy Products,Steel,157681138
USAS,Americas Gold and Silver,Other Industrial Metals & Mining,52988740
USAU,U.S. Gold,Gold,34012549
USB,U.S. Bancorp,Banks - Regional,62949914300
USCB,USCB Financial Holdings,Banks - Regional,233921331
USCT,Roth CH Acquisition Co,Shell Companies,85346884
USEA,United Maritime,Marine Shipping,22497137
USEG,U.S. Energy,Oil & Gas E&P,27802194
USFD,US Foods Holding,Food Distribution,10974833280
USGO,U.S. GoldMining,Other Industrial Metals & Mining,94230120
USIO,"Usio, Inc.",Information Technology Services,44831293
USLM,United States Lime & Minerals,Building Materials,1233188510
USM,United States Cellular,Telecom Services,3643099881
USNA,USANA Health Sciences,Packaged Foods,949411974
USPH,U.S. Physical Therapy,Medical Care Facilities,1342385590
UTHR,United Therapeutics,Biotechnology,11356003440
UTI,Universal Technical Institute,Education & Training Services,404742096
UTL,Unitil,Utilities - Diversified,823744843
UTMD,Utah Medical Products,Medical Instruments & Supplies,292213460
UTRS,Minerva Surgical,Health Information Services,18731920
UTSI,UTStarcom Holdings,Communication Equipment,31987048
UTZ,Utz Brands,Packaged Foods,1900835193
UUU,Universal Security Instruments,Security & Protection Services,4625780
UUUU,Energy Fuels,Uranium,1219065120
UVE,Universal Insurance Holdings,Insurance - Property & Casualty,483316848
UVSP,Univest Financial,Banks - Regional,598719349
UVV,Universal,Tobacco,1477727064
UWMC,UWM Holdings,Mortgage Finance,549750741
UXIN,Uxin Limited,Auto & Truck Dealerships,42804688
V,Visa Inc.,Credit Services,5.13588E+11
VABK,Virginia National Bankshares,Banks - Regional,198433940
VAC,Marriott Vacations Worldwide,Resorts & Casinos,2872631136
VAL,Valaris,Oil & Gas Equipment & Services,4749122280
VALE,Vale S.A.,Other Industrial Metals & Mining,63165936650
VALN,Valneva SE,Biotechnology,773636864
VALU,Value Line,Financial Data & Stock Exchanges,498759047
VANI,Vivani Medical,Medical Devices,47764596
VAPO,Vapotherm,Medical Devices,12092510
VAQC,Vector Acquisition Corporation II,Shell Companies,171021525
VATE,INNOVATE,Engineering & Construction,92704950
VAXX,Vaxxinity,Biotechnology,98565174
VBFC,Village Bank and Trust Financial,Banks - Regional,58948148
VBIV,VBI Vaccines,Biotechnology,16823005
VBNK,VersaBank,Banks - Regional,210506128
VBTX,Veritex Holdings,Banks - Regional,1166301928
VC,Visteon,Auto Parts,3417996480
VCEL,Vericel,Biotechnology,1615951570
VCIG,VCI Global,Consulting Services,100118924
VCNX,Vaccinex,Biotechnology,8746010
VCSA,Vacasa,Software - Application,180605825
VCTR,Victory Capital Holdings,Asset Management,2167751790
VCXB,10X Capital Venture Acquisition Corp. III,Shell Companies,55894322
VCYT,Veracyte,Biotechnology,1871277114
VECO,Veeco Instruments,Semiconductor Equipment & Materials,1600667697
VEEE,Twin Vee Powercats Co.,Recreational Vehicles,13518400
VEEV,Veeva Systems,Health Information Services,25242948180
VEL,Velocity Financial,Mortgage Finance,481895385
VEON,VEON Ltd.,Telecom Services,1413707676
VERA,Vera Therapeutics,Biotechnology,608730730
VERB,Verb Technology Company,Software - Application,3129063
VERI,Veritone,Software - Infrastructure,81515060
VERO,Venus Concept,Medical Devices,7188448
VERU,Veru Inc.,Biotechnology,105628068
VERV,Verve Therapeutics,Biotechnology,1004642989
VERX,Vertex,Software - Application,1724099932
VERY,Vericity,Insurance - Life,164517500
VET,Vermilion Energy,Oil & Gas E&P,1861269000
VEV,Vicinity Motor,Auto Manufacturers,37904191
VFC,V.F. Corporation,Apparel Manufacturing,7054337620
VFF,Village Farms International,Farm Products,87099834
VFS,VinFast Auto,Auto Manufacturers,15804119261
VGAS,Verde Clean Fuels,Utilities - Renewable,82270617
VGR,Vector Group,Tobacco,1709025680
VGZ,Vista Gold,Gold,43954944
VHAQ,Viveon Health Acquisition,Shell Companies,75129971
VHC,VirnetX Holding,Software - Infrastructure,29417836
VHI,Valhi,Chemicals,414143640
VIA,Via Renewables,Utilities - Regulated Electric,64153400
VIAO,VIA optronics AG,Electronic Components,20383624
VIAV,Viavi Solutions,Communication Equipment,1897029350
VICI,VICI Properties,REIT - Diversified,31563510300
VICR,Vicor,Electronic Components,1706446172
VIEW,"View, Inc.",Building Products & Equipment,6629259
VIGL,Vigil Neuroscience,Biotechnology,126633176
VII,7GC & Co. Holdings,Shell Companies,103417065
VINC,Vincerx Pharma,Biotechnology,13897390
VINE,Fresh Vine Wine,Beverages - Wineries & Distilleries,10458038
VINO,Gaucho Group Holdings,Real Estate - Diversified,1293331
VINP,Vinci Partners Investments,Asset Management,565922608
VIOT,Viomi Technology,"Furnishings, Fixtures & Appliances",61637083
VIPS,Vipshop Holdings,Internet Retail,8177167718
VIR,Vir Biotechnology,Biotechnology,1294092020
VIRC,Virco Mfg.,"Furnishings, Fixtures & Appliances",139115523
VIRI,Virios Therapeutics,Biotechnology,13095372
VIRT,Virtu Financial,Capital Markets,2997295133
